Code;Subject Name;Known as;Syllabus
3130004;Effective Technical Communication;ETC;https://bit.ly/3jnlC8l
3130006;Probability and Statistics;PS;https://bit.ly/3xl0rbS
3130007;Indian Constitution;IC;https://bit.ly/3rSpJgs
3130008;Design Engineering 1 A;DE1A;https://bit.ly/37lRKn3
3130702;Data Structures	DS;https://bit.ly/3s3jc2E
3130703;Database Management Systems;DBMS;https://bit.ly/3Clqwve
3130704;Digital Fundamentals;DF;https://bit.ly/3fytmmQ
