Code;Subject Name;Known as;Syllabus
3140702;Operating System;OS;https://bit.ly/2VoOOE1
3140705;Object Oriented Programming -I;OOPI;https://bit.ly/37t1Mmm
3140707;Computer Organization & Architecture;COA;https://bit.ly/3fIgQB9
3140708;Discrete Mathematics;DM;https://bit.ly/3yxyWx4
3140709;Principles of Economics and Management;PEM;https://bit.ly/3yuw9F6
